2009-08 4
2009-09 4
2009-10 28
2009-11 24
2009-12 20
2010-01 4
2010-02 38
2010-03 4
2010-05 8
2010-06 32
2010-07 48
2010-08 51
2010-09 34
2010-10 29
2010-11 30
2010-12 28
2011-01 43
2011-02 31
2011-03 46
2011-04 44
2011-05 159
2011-06 187
2011-07 239
2011-08 92
2011-09 152
2011-10 98
2011-11 87
2011-12 87
2012-01 76
2012-02 149
2012-03 121
2012-04 218
2012-05 356
2012-06 172
2012-07 134
2012-08 180
2012-09 158
2012-10 118
2012-11 94
2012-12 84
2013-01 131
2013-02 67
2013-03 75
2013-04 168
2013-05 102
2013-06 20
2013-07 21
2013-08 31
2013-09 15
2013-10 26
2013-11 23
2013-12 19
2014-01 11
2014-02 9
2014-03 6
2014-04 9
2014-06 6
