2009-08 4
2009-09 4
2009-10 28
2009-11 24
2009-12 20
2010-01 4
2010-02 38
2010-03 4
2010-05 8
2010-06 32
2010-07 48
2010-08 51
2010-09 34
2010-10 29
2010-11 30
2010-12 28
2011-01 43
2011-02 31
2011-03 46
2011-04 44
2011-05 159
2011-06 187
2011-07 239
2011-08 92
2011-09 152
2011-10 95
2011-11 86
2011-12 87
2012-01 76
2012-02 149
2012-03 121
2012-04 218
2012-05 357
2012-06 173
2012-07 135
2012-08 180
2012-09 161
2012-10 118
2012-11 94
2012-12 85
2013-01 143
2013-02 67
2013-03 75
2013-04 175
2013-05 133
2013-06 96
2013-07 67
2013-08 119
2013-09 113
2013-10 220
2013-11 166
2013-12 163
2014-01 200
2014-02 150
2014-03 190
2014-04 133
2014-05 177
2014-06 274
2014-07 242
2014-08 229
2014-09 15
